公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,Web全栈工程师（python）,1-3年,不限,12k-18k,"小舞台,大空间,技术氛围好"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,云平台开发（python/Golang/C++),3-5年,本科,20k-35k,技术大牛，团队高效，发展空间大，待遇丰厚
北京恒远鑫达投资管理有限公司,恒远鑫达,500-2000人,不需要融资,通州区,python爬虫工程师,不限,本科,10k-20k,"平台大,发展好,薪资高"
迪原创新（北京）科技有限公司南京分公司,Dilato,150-500人,未融资,海淀区,shell/Python自动化测试,1-3年,本科,8k-12k,"外企环境,扁平管理,技术大牛,氛围轻松"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python后端开发工程师(BI部门）,3-5年,本科,20k-30k,"扁平化管理,13薪,项目奖,晋升空间大"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,高级python爬虫工程师,3-5年,本科,25k-40k,"年终多薪,技术驱动,亿万用户"
科达集团股份有限公司北京分公司,科达股份,500-2000人,上市公司,朝阳区,python爬虫工程师,5-10年,本科,18k-25k,"五险一金,定期团建,团队氛围,年底双薪"
北京大数医达科技有限公司,大数医达,15-50人,B轮,海淀区,数据挖掘工程师（python）,1-3年,硕士,15k-25k,"双休年终奖,五险一金,两餐补贴,试用期全薪"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,测试开发工程师（Python开发测试框架）,3-5年,本科,20k-30k,"测试开发,pytho,自动化测试,框架开发"
紫梧桐（北京）资产管理有限公司,蛋壳公寓,2000人以上,B轮,东城区,Python爬虫高级工程师,5-10年,本科,20k-40k,技术大牛
北京欧特欧国际咨询有限公司,欧特欧咨询,15-50人,不需要融资,朝阳区,高级python（爬虫方向）,3-5年,本科,18k-32k,"行业有发展,公司领导好,团队氛围赞,薪酬福利好"
北京金堤科技有限公司,天眼查,50-150人,A轮,海淀区,【校招】python数据分析实习生,应届毕业生,本科,2k-4k,"诱人的平台,超牛的技术,超棒的领导,健全的福利"
国富商通信息技术发展股份有限公司,国富商通,50-150人,未融资,朝阳区,python/C++高级开发工程师,3-5年,本科,40k-60k,"福利多,发展空间大"
北京桉桉投资管理有限公司,AA投资,150-500人,不需要融资,海淀区,高级后端开发（Java、Python）,5-10年,本科,20K-40K,"五险一金,妹纸大牛多,弹性,双休"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,大数据开发工程师（中高级）（python/c++）,1-3年,本科,20k-40k,带薪休假、出国旅行
北京智峰国际教育文化交流中心,智峰国际教育,少于15人,未融资,海淀区,自然语言处理应用开发（Python工程师）,不限,本科,13k-26k,"教育,海内外高层,企业服务,逗比"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,软件开发工程师（Java/Python）,应届毕业生,本科,10k-15k,"带薪年假,培训与健身,七险一金,节日福利"
北京网录科技有限公司,网录科技,50-150人,不需要融资,海淀区,高级软件工程师（算法/c++/go/python）,3-5年,本科,25k-50k,"五险一金,带薪假期,绩效奖金,不打卡"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,技术专家/技术负责人（机器学习平台）,5-10年,本科,40k-60k,"大平台,核心团队,重点业务,大牛云集"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,软件测试工程师（C++、java、python）,1-3年,本科,10k-20k,人工智能 项目奖金 半年调薪 技术大拿多
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,后端开发工程师（go/python/php),3-5年,本科,15k-30k,"弹性时间,资金充足"
掌上金服（天津）网络科技有限公司,掌上金服,15-50人,A轮,东城区,量化工程师（Java/C++/Python）,1-3年,本科,15K-30K,"钱多,要能力,有挑战,人工智能"
明睿（北京）资本管理有限公司,明睿资本,少于15人,不需要融资,西城区,量化开发工程师（Java/C++/Python方向,1-3年,本科,20k-30k,"五险一金,补充医疗,带薪年假,绩效工资"
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,高级Go工程师,3-5年,本科,20k-40k,"技术氛围好,福利待遇好"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,前端技术经理/总监,10年以上,不限,30k-50k,"14薪,带薪福利假,期权激励"
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,全栈工程师（go/python/php),1-3年,本科,10k-20k,"弹性时间,资金充足"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,业务测试技术专家(外卖测试组-北京总部),不限,本科,15k-20k,发展平台佳；发展机会多；工作氛围轻松
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,Go工程师,1-3年,本科,20k-35k,互联网金融 无天花板 六险一金 期权激励
北京赤马网络科技有限公司,赤马学院,少于15人,未融资,海淀区,开发培训讲师（java、c++、python）,不限,不限,40k-80k,"自己创业,多劳多得,无时空限制,兼职或全职"
北京数猎天下科技有限公司,DataHunter,50-150人,A轮,海淀区,go,1-3年,本科,15k-29k,"五道口,技术大牛,数据可视化,期权奖励"
缤刻普锐（北京）科技有限责任公司,有品 PICOOC,50-150人,B轮,西城区,后端研发经理/总监,5-10年,本科,40k-60k,"高管职位,晋升空间大,福利优厚,个人价值高"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,安全研发工程师,3-5年,本科,15k-30k,"团队年轻,技术氛围好,待遇好,成长快"
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,西城区,高级测试开发工程师（北京金融技术部）,3-5年,本科,15k-25k,"上市公司,扁平管理,发展空间大,待遇优厚"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端开发工程师,1-3年,本科,18k-36k,弹性工时，一日三餐
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,软件研发工程师,3-5年,本科,25k-50k,核心BU
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,TA技术美术（游戏）(4724),5-10年,本科,20k-30k,"上市公司,待遇高,福利多,空间大"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗云表情-高级开发工程师,3-5年,本科,20k-35k,"搜狗云表情,业务发展快,团队经验"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发工程师-懂车帝,3-5年,本科,25k-35k,六险一金，弹性工作，免费三餐，租房补贴
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,数据分析高级技术经理（计算广告方向）,3-5年,本科,20k-40k,"平台高,机会多,氛围好"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,信号处理研发工程师,5-10年,本科,30k-45k,"五险一金,扁平化管理,弹性时间,技术优势"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深算法开发工程师/技术专家,3-5年,硕士,25k-50k,"免费班车,绩效奖金"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,研究软件开发工程师,3-5年,本科,25k-50k,核心团队
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,服务器资深研发工程师--技术经理方向,3-5年,本科,40k-60k,"高薪,期权,福利好"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,AI平台开发工程师/技术经理,5-10年,本科,25k-50k,"核心部门,技术大牛,技术挑战大,空间大"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,运维开发工程师,3-5年,本科,15k-30k,"挑战,机会,自由,技术氛围浓"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,云监控研发工程师,3-5年,不限,15k-30k,"免费三餐,免费班车,弹性工作"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗云表情-高级开发工程师,3-5年,本科,20k-40k,"搜狗云表情,全新项目,业务发展快,团队精英"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,高级AI引擎开发工程师,3-5年,本科,25k-50k,上市公司
北京平川嘉恒技术有限公司,平川嘉恒,500-2000人,C轮,海淀区,搜索技术负责人（算法方向）-产品技术中心,5-10年,本科,35k-50k,"弹性工作,员工福利,节假日,发展平台"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,广告投放技术专家-核心广告系统,1-3年,本科,25k-50k,"六险一金,弹性工作,免费三餐,租房补贴"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,平台开发工程师,3-5年,本科,20k-35k,"大平台,优秀团队"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,研发工程师,1-3年,本科,30k-60k,"16薪,弹性工作,带薪年假,股票期权"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Golang 开发工程师,3-5年,本科,18k-28k,弹性工时，一日三餐
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,软件开发高级工程师,不限,本科,20k-40k,"核心岗位,竞争力薪酬,行业前景好"
北京智分科技有限公司,NewsJet,50-150人,不需要融资,海淀区,服务端开发工程师,1-3年,本科,25k-45k,"Geek范,清华系,福利待遇好,股票期权"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,高级后端开发工程师（技术架构方向）,3-5年,本科,15k-30k,福利待遇丰厚 发展空间大
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-数据仓库开发工程师,5-10年,博士,25k-45k,核心业务，大零售
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深大数据开发工程师,5-10年,本科,25k-50k,"技术大牛,大数据,高成长,发展空间"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级发布系统开发工程师,1-3年,本科,20k-40k,弹性工作，免费三餐，租房补贴，休闲下午茶
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,高级系统开发工程师,5-10年,本科,30k-60k,"AI独角兽,公司前景好"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,后台开发工程师,3-5年,本科,20k-35k,"免费三餐,下午茶"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,Linux资深研发--技术经理方向(J10101),5-10年,本科,50k-100k,"产品牛,氛围好,团队好,福利高"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,云平台开发工程师,3-5年,本科,18k-25k,弹性工时 带薪年假
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,规划与控制研发工程师(J170816011),3-5年,本科,25k-50k,广阔平台、急速成长、诱人福利
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,海淀区,服务端开发工程师,3-5年,本科,18k-35k,"无人驾驶,海归团队,车厂合作,股份期权"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,系统研发高级开发工程师,3-5年,本科,30k-50k,"15薪,大平台,三餐免费,健身房"
北京聚道科技有限公司,GeneDock,15-50人,B轮,海淀区,后端工程师,5-10年,本科,20k-30k,"五险一金,免费午餐,团队融洽,技术超前"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,平台开发工程师,3-5年,本科,20k-35k,"TOP金融,核心项目,技术氛围好,弹性工时"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,3-5年,本科,30k-60k,"大数据,spark,hive,hbase"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,软件开发工程师,应届毕业生,本科,15k-30k,"核心岗位,竞争力薪酬,行业前景好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法开发工程师,3-5年,不限,20k-40k,弹性工作时间
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,云平台研发工程师,3-5年,本科,30k-60k,六险一金，高薪期权，弹性工作，免费三餐
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程研发工程师,1-3年,本科,30k-50k,"15薪,免费三餐,健身房,超大平台"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深测试开发工程师,5-10年,本科,23k-45k,"技术大牛,技术挑战,职场精英,晋升空间"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深数据开发工程师(J180507005),3-5年,本科,25k-35k,广阔平台 急速成长 诱人福利
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端研发工程师,3-5年,本科,20k-40k,"六险一金,股票期权,免费三餐,带薪年假"
北京博智天下信息技术有限公司,朗播网,150-500人,B轮,海淀区,后端开发工程师,5-10年,本科,20k-40k,"定期旅游,股票期权,免费健身,带薪年假"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,软件开发工程师,1-3年,本科,12k-20k,"完善福利,技术大牛,大平台,绩效奖金"
北京合志可成科技有限公司,北京合志可成科技有限公司,150-500人,不需要融资,朝阳区,后端开发,应届毕业生,本科,15k-30k,云计算 容器 PaaS云
